normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-00042	WATKINS-FORM-01503	In Avestan yauua- is just generic	In Avestan yauua- is just generic	in avestan yauua- is just generic	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	grain, cereal	grain, cereal	48	65	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		formula itself. The word *ieuo- apparently designated the unmarked grain, like English com ('wheat' in England, 'barley' in Scotland, 'oats' in Ireland, and 'maize' in the U.S.). In Avestan yauua- is just generic 'grain, cereal'; note the plural, and the archaic absence of a formal superlative in Avestan (N. 28) yauuanam gantumo ratu.fris of the cereals wheat is dear(est) to the Ratus. What is	not-suspect		true	
WATKINS-NFORM-00043	WATKINS-FORM-02327	in Greek iconography, cf. Ved. sahasrabhrstih	in Greek iconography, cf. Ved. sahasrabhrstih	in greek iconography cf. ved. sahasrabhrstih	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	with 1000 studs	with 1000 studs	411	428	42. The name of Meleager	form_plus_single_quote_gloss		V 3.44.4 harim.. . vajram 'the yellow cudgel', as well as 10.96.3-4 and the Avestan epithet just cited. For the 'rough' cudgel of Herakles, the studded club familiar in Greek iconography, cf. Ved. sahasrabhrstih 'with 1000 studs' (1.80.12 above), or Av. sata.fstansm 'with 100 bosses'. Such was the Indo-European *uagros; see chap. 44. It is well-known that both the verb form	not-suspect		true	
WATKINS-NFORM-00044	WATKINS-FORM-01502	in Ireland, and	in Ireland, and	in ireland and	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	maize	maize	48	65	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		the merism for the Proto-Indo-European formula itself. The word *ieuo- apparently designated the unmarked grain, like English com ('wheat' in England, 'barley' in Scotland, 'oats' in Ireland, and 'maize' in the U.S.). In Avestan yauua- is just generic 'grain, cereal'; note the plural, and the archaic absence of a formal superlative in Avestan (N. 28) yauuanam gantumo ratu.fris of the cereals whe	not-suspect		true	
WATKINS-NFORM-00045	WATKINS-FORM-02217	in Rigvedic titrat-	in Rigvedic titrat-	in rigvedic titrat	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	crossing	crossing	344	361	34. Second variant: The root *terh₂-	form_plus_single_quote_gloss		'overcomes; is able' beside thematic tarratta 'is able' < *terh2-o(r). Cuneiform Luvian shows reduplicated tatarhandu. Note also Indo-Iranian reduplicated titar- 'cross, overcome' in Rigvedic titrat- 'crossing', Avestan titarat. Other formations of possible Indo-Iranian date are Rigvedic turvasi and Gathic Avestan *tauruudma (Y. 28.6 for mss. tauruuaiiama, for metrical reasons), as well as Rigvedi	not-suspect		true	
WATKINS-NFORM-00046	WATKINS-FORM-02023	in Young Avestan afrl- in dfrl-uuacah-	in Young Avestan afrl- in dfrl-uuacah-	in young avestan afrl- in dfrl-uuacah	latin-script	attested_or_cited_form	Young Avestan	Avestan/Old Iranian	having words of blessing or curse	having words of blessing or curse	238	255	21. Strophic structures in Iranian	form_plus_single_quote_gloss		he end of the ritual). ``` The term apri- (AV +) is related to the verb aprlnati 'propitiates, pleases'. It has a cognate in Young Avestan afrl- in dfrl-uuacah- 'having words of blessing or curse' and afrl-uuana- 'blessing, curse', from a plus prl-lfri- 'favor/wish for (s.th. good or bad to happen to s.o.)'. The term is thus Common Indo-Ira	not-suspect		true	
WATKINS-NFORM-00047	WATKINS-FORM-01552	Indo-European inheritance, *misdho-, and its meaning	Indo-European inheritance, *misdho-, and its meaning	indo-european inheritance misdho- and its meaning	latin-script	attested_or_cited_form	Germanic	Avestan/Old Iranian	"honorific compensation
for deed performed"	"honorific compensation
for deed performed"	71	88	5. The Indo-European poet: His social function and his art	form_plus_single_quote_gloss		orthy of his hire. Pindar freely uses for his compensation (Pyth. 1.75-77 'I will earn as recompense') in a positive sense.3 The word is a clear Indo-European inheritance, *misdho-, and its meaning 'honorific compensation for deed performed', as established by Benveniste 1969:1.163-9 on the basis of its Iranian (mizd m) and Germanic (English meed) cognates. The w	not-suspect		true	
WATKINS-NFORM-00048	WATKINS-FORM-02169	Indo-Iranian linkage of *dtisa- and *ajhi-	Indo-Iranian linkage of *dtisa- and *ajhi-	indo-iranian linkage of dtisa- and ajhi	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	serpent	serpent	331	348	32. First variant: The root *udeh-	form_plus_single_quote_gloss		"d the weapon itself a derivative of the root *gʷhen-, ghand-, 1.33.4: vadhir hi dasyum dhaninam ghanena For you slew the rich dasyu with your ""slayer"". Compare chap. 28 for the Indo-Iranian linkage of *dtisa- and *ajhi- 'serpent'. The basic general grammatical meaning of the instrumental case in an Indo-European case system is to signal that the entity occupies a marginal or peripheral position"	not-suspect		true	
WATKINS-NFORM-00049	WATKINS-FORM-01840	interpreting it as	interpreting it as	interpreting it as	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	(and) in rock	(and) in rock	162	179	12. The comparison of formulaic sequences	form_plus_single_quote_gloss		remained for J. Schindler (Harvard class 1986-87) to identify an Avestan reflex of unsuffixed Indo-European *per-u(e)n-, in the suffixless locative.pauruuan(ca) Yt. 13.99 = 19.85, interpreting it as '(and) in rock'. The preceding noun with which this is conjoined, Geldner druca, was read by Schindler draoca with J10, and interpreted by him '(and) in tree'. He thus solved a long-standing crux in Ir	not-suspect		true	
WATKINS-NFORM-00050	WATKINS-FORM-01682	is basically the pre-Thieme one of	is basically the pre-Thieme one of	is basically the pre-thieme one of	latin-script	attested_or_cited_form	Germanic	Avestan/Old Iranian	mentally perceive	mentally perceive	118	135	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		ognizant of, causative dpi vataya-, Avestan apiuuataite 'id.', Old Avestan causative fra + vataiia- 'make (others) acquainted with', the meanings shown by Tichy 1980.5 The meaning is basically the pre-Thieme one of 'mentally perceive' (Grassmann) and 'understand, comprehend' (Monier-Williams), a verb of cognition. The root *uet- has lengthened o-grade cognates not only in Celtic but in Germanic, P	not-suspect		true	
WATKINS-NFORM-00051	WATKINS-FORM-02041	is precisely a	is precisely a	is precisely a	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	contract	contract	246	263	22. ‘Truth of truth’, ‘most kavi of kavis’, ‘throng-lord of throngs’: An Indo-Iranian stylistic figure	form_plus_single_quote_gloss		ors guests'.14 The nexus linking 'fame', 'lofty', and 'guest' (Indo-European *ghos-ti-, with the same suffix Indo-Iranian *atH-ti- in Ved. dtithi- — Av. asti(Schwartz 1990:200-7)) is precisely a 'contract' or 'covenant': that of hospitality between patron and poet.15 The purpose of this excursus has been to point up the close linkage of the verbal practice of the author of RV 2.23 (which we also	not-suspect		true	
WATKINS-NFORM-00052	WATKINS-FORM-02022	is related to the verb aprlnati	is related to the verb aprlnati	is related to the verb aprlnati	latin-script	attested_or_cited_form	Young Avestan	Avestan/Old Iranian	propitiates, pleases	propitiates, pleases	238	255	21. Strophic structures in Iranian	form_plus_single_quote_gloss		sign like amen signalling the end of the ritual). ``` The term apri- (AV +) is related to the verb aprlnati 'propitiates, pleases'. It has a cognate in Young Avestan afrl- in dfrl-uuacah- 'having words of blessing or curse' and afrl-uuana- 'blessing, curse', from a plus prl-lfri- 'favor/wish for	not-suspect		true	
WATKINS-NFORM-00053	WATKINS-FORM-02659	is the best, since it cures	is the best, since it cures	is the best since it cures	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	from the innards	from the innards	537	554	58. Indo-European medical doctrine	form_plus_single_quote_gloss		, Pyth. 3.47-53. The Avestan set are the medicine of the knife (karstd.baesaza) and the medicine of plants (uruuaro.baesaza) and the medicine of formulas (mqVro.baesazd). The last is the best, since it cures 'from the innards' (haca 1 The Pindaric passage is: ``` ```text They came to him with ulcers that the flesh had grown, or their limbs mangl	not-suspect		true	
WATKINS-NFORM-00054	WATKINS-FORM-02361	it is also the word for	it is also the word for	it is also the word for	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	dragon	dragon	416	433	43. The Germanic world	form_plus_single_quote_gloss		ly for reasons of tabu; *kl'rmis is found in Celtic, Balto-Slavic, Albanian, and Indo-Iranian. The usual meaning of *k mis is just 'worm' in most traditions, but in Middle Iranian it is also the word for 'dragon'; compare the Pahlavi version of the familiar Indo-European formula: kirm ozad bud 'had slain the dragon' (chap. 29). There can be no doubt that in *urmis/krmis we have two variants of the	not-suspect		true	
WATKINS-NFORM-00055	WATKINS-FORM-02567	it shows a rhyming form aiBi.vaniia	it shows a rhyming form aiBi.vaniia	it shows a rhyming form aibi.vaniia	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	winner, conqueror	winner, conqueror	491	508	51. To be the death of: Transformation of the formula	form_plus_single_quote_gloss		9.7, TS 4.5.8.1, VS 16.40 etc.): namo hantre ca hamyase ca Homage to the slayer, and to the better slayer. While Avestan has no corresponding form (*janiia) from the root jan-, it shows a rhyming form aiBi.vaniia 'winner, conqueror' (+ accusative) in a very common formula first used in the words of the hero Thraetaona in Yt. 5.34: 'Give me that fortune', ```text yat bauuani aiBi.	not-suspect		true	
WATKINS-NFORM-00056	WATKINS-FORM-02673	its Old Avestan cognate haiVim mqVram	its Old Avestan cognate haiVim mqVram	its old avestan cognate haivim mqvram	latin-script	attested_or_cited_form	Old Avestan	Avestan/Old Iranian	true, real formula	true, real formula	540	557	59. The poet as healer	form_plus_single_quote_gloss		is the king of the worms'. The formula succeeds because of its truth: satyo mantrah kavisasta rghavan 'true is the powerful formula spoken by the poet', as we saw in chap. 6, with its Old Avestan cognate haiVim mqVram 'true, real formula'. But the poet has other techniques as well. Consider AV 2.31.1: 1. Schmitt 1967:289, with references. <!-- pdf-page: 558; printed-page: 541 --> ```text	not-suspect		true	
WATKINS-NFORM-00057	WATKINS-FORM-02555	jaghnir vrtram	jaghnir vrtram	jaghnir vrtram	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	slaying Vrtra	slaying Vrtra	484	501	50. The best of the Achaeans	form_plus_single_quote_gloss		soma, who has slain Vrtra with his cudgel in exhilaration.' The agent noun with root accent assigns case like a verb. For the verbal rection of the adjectives note also RV 9.61.20 jaghnir vrtram 'slaying Vrtra' and Avestan (ni)jaynista (tayum Y. 12.7,8) 'best smiting the thief. Positive and superlative behave alike. See also chaps. 29 n.12 and 39 n. 5. <!-- pdf-page: 502; printed-page: 485 --> th	not-suspect		true	
WATKINS-NFORM-00058	WATKINS-FORM-02362	kirm ozad bud	kirm ozad bud	kirm ozad bud	latin-script	attested_or_cited_form	Old English	Avestan/Old Iranian	had slain the dragon	had slain the dragon	416	433	43. The Germanic world	form_plus_single_quote_gloss		ual meaning of *k mis is just 'worm' in most traditions, but in Middle Iranian it is also the word for 'dragon'; compare the Pahlavi version of the familiar Indo-European formula: kirm ozad bud 'had slain the dragon' (chap. 29). There can be no doubt that in *urmis/krmis we have two variants of the same alternative designation of the Indo-European mythological serpentadversary.4 Old English here u	not-suspect		true	
WATKINS-NFORM-00059	WATKINS-FORM-02658	languages as well. Tocharian B mrestlwe	languages as well. Tocharian B mrestlwe	languages as well. tocharian b mrestlwe	latin-script	attested_or_cited_form	Tocharian	Avestan/Old Iranian	marrow	marrow	535	552	57. The charms of Indo-European	form_plus_single_quote_gloss		ast-iskah. The (tabu?) dissimilation *mosgrt => *mostrg which led to the creation of a stem *most- may well be Pre-Indo-Iranian, since it appears common to the two Tocharian languages as well. Tocharian B mrestlwe 'marrow' shows a form transposed from *mestr-, IE *most-r-; it is the only form which shows the IE vocalism is unambigu- ously *o, not *a. Tocharian A massunt is probably palataliz	not-suspect		true	
WATKINS-NFORM-00060	WATKINS-FORM-01493	Latin ador	Latin ador	latin ador	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	spelt	spelt	45	62	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		eyed in another way in the following two sets of contiguous compounds: 18. See on the kenning Krause 1930, Marquardt 1938, and Campanile 1977. 19. If ZlZ-tar is to be read hatar (Latin ador 'spelt') we have the phonetic figure of alliteration. <!-- pdf-page: 63; printed-page: 46 --> horse-devouring, man-devouring (Avestan aspō.garəma narąmca garəma ) ox-slaying, man-slaying	not-suspect		true	
WATKINS-NFORM-00061	WATKINS-FORM-01567	like Avestan humizda-	like Avestan humizda-	like avestan humizda	latin-script	attested_or_cited_form	Indo-European	Avestan/Old Iranian	bringing good reward	bringing good reward	74	91	5. The Indo-European poet: His social function and his art	form_plus_single_quote_gloss		the names, sumilhe s'atdmperuke capakvd, is doubtless intentional, and the name Sumllha probably still carried a trace of its etymological meaning of 'reward, prize', IE *misdho~, like Avestan humizda- 'bringing good reward'. ``` <!-- pdf-page: 92; printed-page: 75 --> Examples of danastutis from other Indo-European traditions are given below. The reciprocal situation of poet and patron may have	not-suspect		true	
WATKINS-NFORM-00062	WATKINS-FORM-02453	literally	literally	literally	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	smite, slay	smite, slay	436	453	44. Thor's hammer and the mace of Contract	form_plus_single_quote_gloss		"tract"", vazram mi rahe, the weapon of the divinity personified already in Indo-Iranian times (Thieme 1975). For Iranian alone preserves clearly the expression mivr m jan- -'break [literally 'smite, slay'] a contract'; Hymn to Mithra (Yt. 10) 2: mivram ma janiia spitama Never break a contract, o Spitama (Zarathustra). Avestan mivra- is both the abstract and the divinity. The ""logic"" of the basic"	not-suspect		true	
WATKINS-NFORM-00063	WATKINS-FORM-02145	m I jantarym paro dusmainiium	m I jantarym paro dusmainiium	m i jantarym paro dusmainiium	latin-script	attested_or_cited_form	Avestan	Avestan/Old Iranian	(who is) the pursuer of the adversary from behind, the slayer of the enemy from in front	(who is) the pursuer of the adversary from behind, the slayer of the enemy from in front	319	336	29. The root *gʷhen-: Avestan jan-	form_plus_single_quote_gloss		him han. ``` All five collocations of jan- and azi- in Avestan are metrical; they are all 12. For the agent noun with accusative construction cf. Yt. 17.12 vttaram paskat ham3r3&3m I jantarym paro dusmainiium '(who is) the pursuer of the adversary from behind, the slayer of the enemy from in front' see chap. 50 n. 3. hamary&a- and dusmainiiu are a figure of hendiadys. 13. The passage concludes wi	not-suspect		true	
