page,line_on_page,prefix,form,display_form,context
22,32,?,*tḱop-ero-,?*tḱop-ero-,?*tḱop-ero- (*^k(ó)pr̥ ‘oats’ [19:58; 193]):? Hitt. kappar- ‘greens(?)’ <? PAn. *ḱop-r-;? Jassic
22,32,,*^k(ó)pr̥,*^k(ó)pr̥,?*tḱop-ero- (*^k(ó)pr̥ ‘oats’ [19:58; 193]):? Hitt. kappar- ‘greens(?)’ <? PAn. *ḱop-r-;? Jassic
22,32,,*ḱop-r-,*ḱop-r-,?*tḱop-ero- (*^k(ó)pr̥ ‘oats’ [19:58; 193]):? Hitt. kappar- ‘greens(?)’ <? PAn. *ḱop-r-;? Jassic
22,33,,*ć(sˇ)ā̆,*ć(sˇ)ā̆,"zabar ‘avena’ <? PIIr. *ć(sˇ)ā̆ para-; ON hafri, OS haƀoro, OHG habaro, haparo m. ‘oats’ <"
22,34,,*hab(e/a)ran-,*hab(e/a)ran-,PGm. *hab(e/a)ran-
22,35,,*ḱkop-ro-,*ḱkop-ro-,"A protoform *ḱkop-ro- meaning ‘oats’ has been reconstructed on the basis of Hittite, Ger-"
22,38,,*hab(a)ran-,*hab(a)ran-,"means that the proposed connection to PGm. *hab(a)ran- and Jassic zabar, both meaning"
22,40,,*zobъ,*zobъ,"conspicuously close to Hung. zab ‘oats’, itself a borrowing from Sl. *zobъ [194:159]. It there-"
22,41,,*ćapara-,*ćapara-,"fore is an exceptionally small basis for postulating a Proto-Indo-Iranian protoform *ćapara-,"
22,42,,*sævær,*sævær,"and a hypothetical Ossetic *sævær [88:III, 306]. If Yazg. šebar ‘Alpine sedge (Carex nivalis)’ is"
22,43,,*ćiā̆parā̆-,*ćiā̆parā̆-,"related, we must instead reconstruct PIIr. *ćiā̆parā̆- [195:301], or perhaps rather *ćšāpara- in"
22,43,,*ćšāpara-,*ćšāpara-,"related, we must instead reconstruct PIIr. *ćiā̆parā̆- [195:301], or perhaps rather *ćšāpara- in"
22,44,,*ć,*ć,"view of Khot. ṣavara- ‘a green plant’, whose ṣcannot reflect PIIr. *ć [104:283]. Neither of these"
22,46,,*tḱkop-ero-.,*tḱkop-ero-.,"connecting the Germanic and Iranian words, through a protoform *tḱkop-ero-. If the Asian"
23,3,†,*tḱor-iano-,†*tḱor-iano-,†*tḱor-iano- (*^kþoryanos [19:99–100]): Arm. cᶜorean ‘wheat’; OIr. tuirenn f. ‘wheat’
23,3,,*^kþoryanos,*^kþoryanos,†*tḱor-iano- (*^kþoryanos [19:99–100]): Arm. cᶜorean ‘wheat’; OIr. tuirenn f. ‘wheat’
23,4,,*^kþoryanos,*^kþoryanos,"A form *^kþoryanos has been proposed by Witczak [19:99–100]. However, the productive"
23,5,,*-innā,*-innā,Armenian suffix -ean cannot be equated with the Irish suffix -enn < PC *-innā ~ *-indā
23,5,,*-indā,*-indā,Armenian suffix -ean cannot be equated with the Irish suffix -enn < PC *-innā ~ *-indā
23,8,?,*gʷ(e)u-s-o-,?*gʷ(e)u-s-o-,"?*gʷ(e)u-s-o- (*gēu-, gəu-, gū- [44:393–8]): Lat. būris, būra f. ‘plow pole’ ? Sab. < PIt."
23,8,,*gēu-,*gēu-,"?*gʷ(e)u-s-o- (*gēu-, gəu-, gū- [44:393–8]): Lat. būris, būra f. ‘plow pole’ ? Sab. < PIt."
23,9,,*gʷeuso-,*gʷeuso-,*gʷeuso-; Gk. γύηB m. ‘curved piece of wood in a plow’ < PGk. *guhā-
23,9,,*guhā-,*guhā-,*gʷeuso-; Gk. γύηB m. ‘curved piece of wood in a plow’ < PGk. *guhā-
23,10,,*gʷeuso-,*gʷeuso-,Lat. būris and būra are possible loans from Sabellic forms continuing PIt. *gʷeuso- [180:491–2;
23,11,,*gʷu-,*gʷu-,"196:321]. Assuming that Gk. γύηB is a substantivization of the zero-grade root *gʷu-, Latin and"
23,12,,*gʷéu-os,*gʷéu-os,"Greek would attest to two different ablaut grades of an original neuter s-stem *gʷéu-os, gen."
23,13,,*gu-s-és,*gu-s-és,*gu-s-és ‘curve’ to the root *g(ʷ)eu- ‘curve’. To further substantiate the Indo-European age of
23,13,,*g(ʷ)eu-,*g(ʷ)eu-,*gu-s-és ‘curve’ to the root *g(ʷ)eu- ‘curve’. To further substantiate the Indo-European age of
23,15,,*gʷou-s-o-,*gʷou-s-o-,"formation *gʷou-s-o- [180:321]. However, the better attested NP gōšā ‘angle, corner; handle of"
23,19,,*h₂eḱ-on-eh₂-,*h₂eḱ-on-eh₂-,"*h₂eḱ-on-eh₂- (*a^ken- [44:18–22]): Go. ahana, ON ǫgn f. ‘chaff’, OE ægnan f.pl. ‘awns, chaff,"
23,19,,*a^ken-,*a^ken-,"*h₂eḱ-on-eh₂- (*a^ken- [44:18–22]): Go. ahana, ON ǫgn f. ‘chaff’, OE ægnan f.pl. ‘awns, chaff,"
23,20,,*aganō-,*aganō-,"refuse’, OHG agana f. ‘chaff, awn, straw’ < PGm. *aganō-; Lat. agna f. ‘ear of grain’ < PIt."
23,21,,*akanā-,*akanā-,*akanā-
23,23,,*h₂eḱk-on-,*h₂eḱk-on-,"noun created to an n-stem *h₂eḱk-on-, cf. the formally close Gk. ἀκόνη f. ‘whetstone’ as well as"
23,24,,*h₂eḱk-n-ih₂-.,*h₂eḱk-n-ih₂-.,"the potentially derived ἄκαινα f. ‘spike, prick, goad’ < *h₂eḱk-n-ih₂-. It appears that this forma-"
23,30,,*h₂loh₁-uo/eh₂-,*h₂loh₁-uo/eh₂-,"*h₂loh₁-uo/eh₂- [79:8]: Gk. ἅλωB, ἀλωή f. ‘threshing floor’ < PGk. *alōu̯ (-ā)-; OSw. lō m."
23,30,,*alōu̯,*alōu̯,"*h₂loh₁-uo/eh₂- [79:8]: Gk. ἅλωB, ἀλωή f. ‘threshing floor’ < PGk. *alōu̯ (-ā)-; OSw. lō m."
23,31,,*lō(w)a-,*lō(w)a-,‘threshing floor’ < PGm. *lō(w)a-
23,33,,*h₂elh₁-,*h₂elh₁-,[168:78]. It is formally possible to connect the root *h₂elh₁- or *h₂leh₁- as found in Gk. ἀλέω
23,33,,*h₂leh₁-,*h₂leh₁-,[168:78]. It is formally possible to connect the root *h₂elh₁- or *h₂leh₁- as found in Gk. ἀλέω
23,35,,*h₂l(e)h₁-ur/n-,*h₂l(e)h₁-ur/n-,"to the heteroclitic *h₂l(e)h₁-ur/n- continued by Gk. ἀλέατα ‘wheat-groats’, thematicized"
23,39,,*ḫall-,*ḫall-,"-anna/i- to the etymologically obscure root *ḫall- < *h₂(e)lH- or *h₃(e)lH- [75:271]. If related,"
23,39,,*h₂(e)lH-,*h₂(e)lH-,"-anna/i- to the etymologically obscure root *ḫall- < *h₂(e)lH- or *h₃(e)lH- [75:271]. If related,"
23,39,,*h₃(e)lH-,*h₃(e)lH-,"-anna/i- to the etymologically obscure root *ḫall- < *h₂(e)lH- or *h₃(e)lH- [75:271]. If related,"
23,40,,*h₂elh₁-,*h₂elh₁-,"an Indo-Anatolian root *h₂elh₁- or *h₂leh₁- ‘flatten’ can be postulated, which in core Indo-"
23,40,,*h₂leh₁-,*h₂leh₁-,"an Indo-Anatolian root *h₂elh₁- or *h₂leh₁- ‘flatten’ can be postulated, which in core Indo-"
24,1,,*(H)lois-eh₂-,*(H)lois-eh₂-,"*(H)lois-eh₂- (*loisā ‘Furche’ [44:671]): OCS lěxa f. ‘row’, Ru. dial. lexá, léxa f. ‘furrow, bed’,"
24,1,,*loisā,*loisā,"*(H)lois-eh₂- (*loisā ‘Furche’ [44:671]): OCS lěxa f. ‘row’, Ru. dial. lexá, léxa f. ‘furrow, bed’,"
24,2,,*leˇxa,*leˇxa,"SCr. lĳèha f. ‘plot, ridge, flower bed’ < PSl. *leˇxa; OHG -leisa f. ‘track’ < PGm. *laisō-; Lat."
24,2,,*laisō-,*laisō-,"SCr. lĳèha f. ‘plot, ridge, flower bed’ < PSl. *leˇxa; OHG -leisa f. ‘track’ < PGm. *laisō-; Lat."
24,3,,*loisā-,*loisā-,līra f. ‘furrow’ < PIt. *loisā-
24,4,,*(H)leis-,*(H)leis-,"This is an eh₂-stem derived from an obscure root *(H)leis- [82:209], probably with an origi-"
24,7,,*(H)liH-s-.,*(H)liH-s-.,"likely, but the acute intonation is problematic in that it at face value points to *(H)liH-s-."
24,8,?,*kʷeh₂t-i-,?*kʷeh₂t-i-,"?*kʷeh₂t-i- (?*kʷet- [18:104]):? Gk. Hes. πήτεα ‘bran’; OIr. cáith f. ‘chaff, husks’ < PC *k(ʷ)āti-"
24,8,?,*kʷet-,?*kʷet-,"?*kʷeh₂t-i- (?*kʷet- [18:104]):? Gk. Hes. πήτεα ‘bran’; OIr. cáith f. ‘chaff, husks’ < PC *k(ʷ)āti-"
24,8,,*k(ʷ)āti-,*k(ʷ)āti-,"?*kʷeh₂t-i- (?*kʷet- [18:104]):? Gk. Hes. πήτεα ‘bran’; OIr. cáith f. ‘chaff, husks’ < PC *k(ʷ)āti-"
24,9,,*kʷeh₂t-i-.,*kʷeh₂t-i-.,The Celtic and Greek forms are suggestive of an i-stem *kʷeh₂t-i-. This i-stem may be
24,10,,*kʷeh₂t-,*kʷeh₂t-,"derived from a verbal root *kʷeh₂t-, as found in Gk. πάσσω ‘strew, sprinkle’ and Lat. quatiō"
24,11,,*kʷh₂t-ie-,*kʷh₂t-ie-,"‘shake’ < *kʷh₂t-ie- [168:1155], and potentially Lat. quālus m. ‘wicker (*winnowing?) basket’,"
24,11,,*winnowing?),*winnowing?),"‘shake’ < *kʷh₂t-ie- [168:1155], and potentially Lat. quālus m. ‘wicker (*winnowing?) basket’,"
24,12,,*kʷh₂t-slo-,*kʷh₂t-slo-,"if from PIt. *kʷh₂t-slo- [48:504]. However, the marginal attestation of Gk. πήτεα as a Hesy-"
24,14,,*ā,*ā,"the derived formation πητ[ε]ῖται ‘bread made with bran’ to Laconian, where PGk. *ā ought to"
24,15,,*kʷeh₂t-i-,*kʷeh₂t-i-,have been preserved. The reconstruction *kʷeh₂t-i- is thus rendered uncertain [44:632]. The
24,16,,*(s)ku̯eh₁t-,*(s)ku̯eh₁t-,alternative reconstruction of the root as a root *(s)ku̯eh₁t- [82:563] can only be reconciled with
24,17,,*ku̯oh₁t-i-.,*ku̯oh₁t-i-.,OIr. cáith by starting from an isolated o-grade form *ku̯oh₁t-i-.
24,18,†,*mel(H)-i-,†*mel(H)-i-,"†*mel(H)-i- (*mél-i-, -n-és [44:718];? *melh₂- [18:383]; *melH-i [19:77]): Lat. milium n. ‘millet’"
24,18,,*mél-i-,*mél-i-,"†*mel(H)-i- (*mél-i-, -n-és [44:718];? *melh₂- [18:383]; *melH-i [19:77]): Lat. milium n. ‘millet’"
24,18,,*melh₂-,*melh₂-,"†*mel(H)-i- (*mél-i-, -n-és [44:718];? *melh₂- [18:383]; *melH-i [19:77]): Lat. milium n. ‘millet’"
24,18,,*melH-i,*melH-i,"†*mel(H)-i- (*mél-i-, -n-és [44:718];? *melh₂- [18:383]; *melH-i [19:77]): Lat. milium n. ‘millet’"
24,19,,*melio-,*melio-,"< PIt. *melio-; Gk. μελίνη f. ‘millet, esp. foxtail’ < PGk. *melinā-;? Lith. málnos f.pl."
24,19,,*melinā-,*melinā-,"< PIt. *melio-; Gk. μελίνη f. ‘millet, esp. foxtail’ < PGk. *melinā-;? Lith. málnos f.pl."
24,20,,*malʔna-,*malʔna-,‘sweetgrass’ < PB? *malʔna-
24,26,,*meli-,*meli-,"geminate /nn/ to /ln/. Lat. milium ‘millet’ is often derived from PIt. *meli-, with quasi-regular"
24,27,,*i,*i,raising of e to i before *i in the following syllable [200:81]. The same i-stem has been argued to
24,29,,*hersja-,*hersja-,"milium is synchronically a io-stem (cf. Skt. sasyá-, PGm. *hersja-, etc.) and Gk. μελίνη a sub-"
24,32,,*melh₂-,*melh₂-,"nection with *melh₂- ‘grind’ [44:718; 79:374; 83:I, 88]. An alternative is a connection with Gk."
24,36,,*mlāna-,*mlāna-,"Other comparanda, such as Khow. blan ‘species of barley’ < PIIr. *mlāna- and ON melr m."
24,39,,*melha-,*melha-,‘sandbank’ < PGm. *melha- [202:615]. Khow. blan has alternatively been derived from an iso-
24,41,,*marH-,*marH-,"*marH- ‘to crush’ [77:II, 388]."
24,42,?,*ne(h₁)i-uo-,?*ne(h₁)i-uo-,"?*ne(h₁)i-uo- (*nei-u̯o- [44:311–4; 79:8]): Gk. νειόB f. ‘fallow land’; OCS n’iva, Ru. níva, SCr."
24,42,,*nei-u̯o-,*nei-u̯o-,"?*ne(h₁)i-uo- (*nei-u̯o- [44:311–4; 79:8]): Gk. νειόB f. ‘fallow land’; OCS n’iva, Ru. níva, SCr."
24,43,,*njı,*njı,njȉva f. ‘(arable) field’ < *njı`va
24,45,,*ni,*ni,"derived from PIE *ni ‘low, below’, through an adjective *nei-uo- ‘low-lying’, or from *neu-io-"
24,45,,*nei-uo-,*nei-uo-,"derived from PIE *ni ‘low, below’, through an adjective *nei-uo- ‘low-lying’, or from *neu-io-"
24,45,,*neu-io-,*neu-io-,"derived from PIE *ni ‘low, below’, through an adjective *nei-uo- ‘low-lying’, or from *neu-io-"
25,1,,*njiva,*njiva,"‘new ground’. The Slavic form *njiva can regularly continue *njūva, which has been consid-"
25,1,,*njūva,*njūva,"‘new ground’. The Slavic form *njiva can regularly continue *njūva, which has been consid-"
25,2,,*neu-h₂,*neu-h₂,ered a contamination of the PSl. outcomes of *neu-h₂ and a zero-grade form *nu-h₂ [47:303–
25,2,,*nu-h₂,*nu-h₂,ered a contamination of the PSl. outcomes of *neu-h₂ and a zero-grade form *nu-h₂ [47:303–
25,3,,*né(h₁)i-,*né(h₁)i-,4]. While it is possible to explain both formations as continuations of a neuter u-stem *né(h₁)i-
25,4,,*n(h₁)i-éu-s,*n(h₁)i-éu-s,"u, gen. *n(h₁)i-éu-s, pl. *né(h₁)i-u-h₂, the many formal ambiguities cast doubt on the validity of"
25,4,,*né(h₁)i-u-h₂,*né(h₁)i-u-h₂,"u, gen. *n(h₁)i-éu-s, pl. *né(h₁)i-u-h₂, the many formal ambiguities cast doubt on the validity of"
25,6,,*neik-,*neik-,"*neik- (*neik- ‘Getreide schwingen’ [44:761]): Lith. niekóti, Latv. niẽkât ‘winnow’ < PSl. *ne/"
25,6,,*neik-,*neik-,"*neik- (*neik- ‘Getreide schwingen’ [44:761]): Lith. niekóti, Latv. niẽkât ‘winnow’ < PSl. *ne/"
25,6,,*ne/,*ne/,"*neik- (*neik- ‘Getreide schwingen’ [44:761]): Lith. niekóti, Latv. niẽkât ‘winnow’ < PSl. *ne/"
25,7,,*niklo-,*niklo-,"aik-; Gk. λίκνον, νίκλον n. ‘winnowing fan’ < PGk. *niklo- or *nikno-; OSw. nēk f. ‘sheaf’"
25,7,,*nikno-,*nikno-,"aik-; Gk. λίκνον, νίκλον n. ‘winnowing fan’ < PGk. *niklo- or *nikno-; OSw. nēk f. ‘sheaf’"
25,8,,*naikō-,*naikō-,"< PGm. *naikō-; MIr. cruth-necht f. ‘wheat’, MW gwenith ‘id.’ < PC *-nixto-"
25,8,,*-nixto-,*-nixto-,"< PGm. *naikō-; MIr. cruth-necht f. ‘wheat’, MW gwenith ‘id.’ < PC *-nixto-"
25,9,,*neik-,*neik-,"A root *neik- is reconstructed on the basis of Celtic, Greek and Baltic. Arm. nk‘oyr ‘sieve’ is"
25,11,,*naikō-,*naikō-,"seem possible to adduce PGm. *naikō-, which through Pre-Proto-Germanic *naikkā- can reg-"
25,11,,*naikkā-,*naikkā-,"seem possible to adduce PGm. *naikō-, which through Pre-Proto-Germanic *naikkā- can reg-"
25,12,,*noik-néh₂-,*noik-néh₂-,"ularly continue *noik-néh₂- (with Kluge’s law). Together, these formations secure a shared"
25,17,,*neik-,*neik-,"pean?) semantic specialization of an Indo-Anatolian root *neik- ‘raise, stir up’, cf. Hitt. nini(n)"
25,21,,*ut-phālayati,*ut-phālayati,ʻwinnowʼ < *ut-phālayati [133:84].
25,22,,*polḱ-eh₂-,*polḱ-eh₂-,"*polḱ-eh₂- (*pol^kā ‘Gewendetes’ [44:807, 850]; *pol^kéhₐ ‘± fallow land’ [18:200]):? ORu. polosa"
25,22,,*pol^kā,*pol^kā,"*polḱ-eh₂- (*pol^kā ‘Gewendetes’ [44:807, 850]; *pol^kéhₐ ‘± fallow land’ [18:200]):? ORu. polosa"
25,22,,*pol^kéhₐ,*pol^kéhₐ,"*polḱ-eh₂- (*pol^kā ‘Gewendetes’ [44:807, 850]; *pol^kéhₐ ‘± fallow land’ [18:200]):? ORu. polosa"
25,23,,*polsa,*polsa,"f. ‘strip of land’, Cr. dial. plȁsa f. ‘treeless land’ < PSl. *polsa; OE fealg, MDu. valghe, G Bav."
25,24,,*falgō-,*falgō-,"Falg f. ‘fallow land’ < PGm. *falgō-; LLat. olca ‘fertile field’, Fr. ouche f. ‘plantation; arable"
25,25,,*olca,*olca,field’  Gaul. *olca < PC *ϕolkā
25,25,,*ϕolkā,*ϕolkā,field’  Gaul. *olca < PC *ϕolkā
25,28,,*polH-o-,*polH-o-,from *polH-o- ‘field’ [47:288].
25,29,,*prḱ(-eh₂)-,*prḱ(-eh₂)-,"*prḱ(-eh₂)- (*pr̥^kā ‘Furche’ [44:821]; *pŕ̥^kehₐ [18:215]): ON for f. ‘rivulet; mud’, OE furh, fyrh"
25,29,,*pr̥^kā,*pr̥^kā,"*prḱ(-eh₂)- (*pr̥^kā ‘Furche’ [44:821]; *pŕ̥^kehₐ [18:215]): ON for f. ‘rivulet; mud’, OE furh, fyrh"
25,29,,*pŕ̥^kehₐ,*pŕ̥^kehₐ,"*prḱ(-eh₂)- (*pr̥^kā ‘Furche’ [44:821]; *pŕ̥^kehₐ [18:215]): ON for f. ‘rivulet; mud’, OE furh, fyrh"
25,30,,*furh-,*furh-,"f. ‘furrow’, OHG furh, furuh f. ‘furrow’ < PGm. *furh-; Lat. porca f. ‘furrow’ < PIt. *porkā;"
25,30,,*porkā,*porkā,"f. ‘furrow’, OHG furh, furuh f. ‘furrow’ < PGm. *furh-; Lat. porca f. ‘furrow’ < PIt. *porkā;"
25,31,,*ϕrikā,*ϕrikā,"Gaul. rica, W rhych f. ‘furrow’ < PC *ϕrikā"
25,33,,*ferhan-,*ferhan-,fere m. ‘strip or plot of land; ridge between furrows’ < *ferhan- [203:244]. Further possible
25,39,,*seg´ʰ-e-tleh₂-,*seg´ʰ-e-tleh₂-,*seg´ʰ-e-tleh₂- (*se^ghedhlā [44:888–9]): Gk. ἐχέτλη f. ‘plow handle’ < PGk. *sekʰetlā; OW edil
25,39,,*se^ghedhlā,*se^ghedhlā,*seg´ʰ-e-tleh₂- (*se^ghedhlā [44:888–9]): Gk. ἐχέτλη f. ‘plow handle’ < PGk. *sekʰetlā; OW edil
25,39,,*sekʰetlā,*sekʰetlā,*seg´ʰ-e-tleh₂- (*se^ghedhlā [44:888–9]): Gk. ἐχέτλη f. ‘plow handle’ < PGk. *sekʰetlā; OW edil
25,40,,*sagetlā,*sagetlā,"gl. stipa, W haeddel f., MBret. haezl, MoBret. hael ‘plow handle’ < PBr. *sagetlā <? PC"
25,41,,*segetlā,*segetlā,*segetlā
25,43,,*seǵʰ-,*seǵʰ-,"*seǵʰ- ‘hold firmly’ (cf. Gk. ἔχω ‘have, hold’) [180:495]. The Brittonic material appears to"
25,44,,*saǵʰ-,*saǵʰ-,require an onset *saǵʰ- while the Greek requires *seǵʰ-. Pokorny offers a now-obsolete PIE
25,44,,*seǵʰ-.,*seǵʰ-.,require an onset *saǵʰ- while the Greek requires *seǵʰ-. Pokorny offers a now-obsolete PIE
25,45,,*sₑǵʰ-,*sₑǵʰ-,reconstruction whereby a reduced vowel *sₑǵʰ- was vocalized into *a in Celtic [44:889]. Hamp
25,45,,*a,*a,reconstruction whereby a reduced vowel *sₑǵʰ- was vocalized into *a in Celtic [44:889]. Hamp
26,1,,*sǵʰ-e-,*sǵʰ-e-,departs from a *sǵʰ-e- that received a ‘prop vowel’ and independent vocalization with *e in
26,1,,*e,*e,departs from a *sǵʰ-e- that received a ‘prop vowel’ and independent vocalization with *e in
26,2,,*seǵʰ-,*seǵʰ-,Greek [204–206]. Schrijver more convincingly takes *seǵʰ- to be original and proposes a Brit-
26,3,,*e,*e,"tonic sound law PC *e > (*æ >) PBr. *a before *ge, *gi [51:134–41]."
26,3,,*æ,*æ,"tonic sound law PC *e > (*æ >) PBr. *a before *ge, *gi [51:134–41]."
26,3,,*a,*a,"tonic sound law PC *e > (*æ >) PBr. *a before *ge, *gi [51:134–41]."
26,3,,*ge,*ge,"tonic sound law PC *e > (*æ >) PBr. *a before *ge, *gi [51:134–41]."
26,3,,*gi,*gi,"tonic sound law PC *e > (*æ >) PBr. *a before *ge, *gi [51:134–41]."
26,4,,*-tleh₂,*-tleh₂,"The W ending -ddel for PIE *-tleh₂ is unexpected: the regular outcome of *-tleh₂ is W -dl,"
26,4,,*-tleh₂,*-tleh₂,"The W ending -ddel for PIE *-tleh₂ is unexpected: the regular outcome of *-tleh₂ is W -dl,"
26,5,,*h₂enh₁-tleh₂.,*h₂enh₁-tleh₂.,cf. anadl ‘breath’ < *h₂enh₁-tleh₂. This leads Pokorny and Hamp to reconstruct its allomorph
26,6,,*-dʰleh₂,*-dʰleh₂,*-dʰleh₂ > *-θλη that was dissimilated to -τλη following a voiced aspirate in the stem. How-
26,6,,*-θλη,*-θλη,*-dʰleh₂ > *-θλη that was dissimilated to -τλη following a voiced aspirate in the stem. How-
26,7,,*-dʰlo/eh₂,*-dʰlo/eh₂,"ever, it is likely that both *-dʰlo/eh₂ and *-tlo/eh₂ merged into *-ðl in a Common Brittonic"
26,7,,*-tlo/eh₂,*-tlo/eh₂,"ever, it is likely that both *-dʰlo/eh₂ and *-tlo/eh₂ merged into *-ðl in a Common Brittonic"
26,7,,*-ðl,*-ðl,"ever, it is likely that both *-dʰlo/eh₂ and *-tlo/eh₂ merged into *-ðl in a Common Brittonic"
26,8,,*-tleh₂.,*-tleh₂.,stage [51:363]. Thus the most parsimonious reconstruction is *-tleh₂.
26,11,,*seh₁-men-,*seh₁-men-,"*seh₁-men- (*sē-men- ‘Samen’ [44:889–91]; *seh₁mn̥ [19:118]): Lith. sėmenys pl. ‘linseed’,"
26,11,,*sē-men-,*sē-men-,"*seh₁-men- (*sē-men- ‘Samen’ [44:889–91]; *seh₁mn̥ [19:118]): Lith. sėmenys pl. ‘linseed’,"
26,11,,*seh₁mn̥,*seh₁mn̥,"*seh₁-men- (*sē-men- ‘Samen’ [44:889–91]; *seh₁mn̥ [19:118]): Lith. sėmenys pl. ‘linseed’,"
26,12,,*seʔ-men-,*seʔ-men-,"OPru. semen ‘seed’ < PB *seʔ-men-; OCS sěmę n. ‘seed’ < PSl. *seˇmę; OS, OHG sāmo m."
26,12,,*seˇmę,*seˇmę,"OPru. semen ‘seed’ < PB *seʔ-men-; OCS sěmę n. ‘seed’ < PSl. *seˇmę; OS, OHG sāmo m."
26,13,,*se¯man-,*se¯man-,‘seed’ < PGm. *se¯man-; Lat. sēmen n. ‘seed’ < PIt. *se¯men-
26,13,,*se¯men-,*se¯men-,‘seed’ < PGm. *se¯man-; Lat. sēmen n. ‘seed’ < PIt. *se¯men-
26,14,,*seh₁-,*seh₁-,This is an mn-stem derived from the root *seh₁- ‘sow’. It has been argued that the meaning
26,15,,*sh₁-oi-,*sh₁-oi-,"‘sow’ developed from ‘put in (the ground)’, cf. Hitt. šai-ⁱ ‘impress, prick’ < *sh₁-oi- [125:504],"
26,18,,*seh₁-li-,*seh₁-li-,"*seh₁-li- [75:743–4; 207:541], the meaning ‘sow’ must already have been present in Indo-Ana-"
26,20,,*solk-o-,*solk-o-,"*solk-o- (*solko-s ‘Zug’ [44:901]): Gk. ὁλκόB m. ‘hauling-engine; furrow, track; ditch, channel’"
26,20,,*solko-s,*solko-s,"*solk-o- (*solko-s ‘Zug’ [44:901]): Gk. ὁλκόB m. ‘hauling-engine; furrow, track; ditch, channel’"
26,21,,*holko-,*holko-,< *holko-; Lat. sulcus m. ‘furrow’ < PIt. *solko-
26,21,,*solko-,*solko-,< *holko-; Lat. sulcus m. ‘furrow’ < PIt. *solko-
26,22,,*selk-,*selk-,"Two formations in the European centum languages derived from the root *selk- ‘draw’, cf."
26,25,,*sulh-.,*sulh-.,"an isolated root noun in Germanic, viz. OE sulh f. ‘furrow; plow’ < PGm. *sulh-. The semantic"
26,28,,*spor-eh₂-,*spor-eh₂-,"*spor-eh₂- (*sporáH₂ [19:119]): Gk. σπορά f. ‘seed’; Alb. farë f. ‘seed, sperm’ < PAlb. *farā"
26,28,,*sporáH₂,*sporáH₂,"*spor-eh₂- (*sporáH₂ [19:119]): Gk. σπορά f. ‘seed’; Alb. farë f. ‘seed, sperm’ < PAlb. *farā"
26,28,,*farā,*farā,"*spor-eh₂- (*sporáH₂ [19:119]): Gk. σπορά f. ‘seed’; Alb. farë f. ‘seed, sperm’ < PAlb. *farā"
26,29,,*sper-,*sper-,"This formation, clearly derived from the PIE root *sper-, appears shared between Greek and"
26,30,,*sper-,*sper-,"Albanian [63:56]. The original meaning of the PIE root *sper- was ‘scatter’, cf. Hitt. išpār-ⁱ"
26,34,,*sper-,*sper-,"derived from the root *sper-, but because of the absence of cognates in British or Goidelic, this"
26,36,,*uogʷʰ-(m)nis-,*uogʷʰ-(m)nis-,"*uogʷʰ-(m)nis- (*u̯ogʷhni-s, *u̯ogʷhnes- ‘Pflugschar’ [44:1179–80]): Gk. Hes. ὀφνίB ‘plow-"
26,36,,*u̯ogʷhni-s,*u̯ogʷhni-s,"*uogʷʰ-(m)nis- (*u̯ogʷhni-s, *u̯ogʷhnes- ‘Pflugschar’ [44:1179–80]): Gk. Hes. ὀφνίB ‘plow-"
26,36,,*u̯ogʷhnes-,*u̯ogʷhnes-,"*uogʷʰ-(m)nis- (*u̯ogʷhni-s, *u̯ogʷhnes- ‘Pflugschar’ [44:1179–80]): Gk. Hes. ὀφνίB ‘plow-"
26,37,,*u̯,*u̯,share; plow’ < PGk. *u̯ okʷʰ(s)ni(s)-; OPru. wagnis or wagins ‘coulter’ < PB *wagnV-; ON
26,37,,*wagnV-,*wagnV-,share; plow’ < PGk. *u̯ okʷʰ(s)ni(s)-; OPru. wagnis or wagins ‘coulter’ < PB *wagnV-; ON
26,38,,*wagnisan-,*wagnisan-,"vangsni, OHG waganso, wagi(n)so m. ‘plowshare’ < PGm. *wagnisan-; Lat. vōmer m. ‘coul-"
26,39,,*woχʷ-(s)mis-(?),*woχʷ-(s)mis-(?),"ter, plowshare’ < PIt. *woχʷ-(s)mis-(?)"
26,40,,*uegʷʰ-,*uegʷʰ-,"A well-known European word, possibly derived from a root *uegʷʰ- [44:1179–80] as appar-"
26,41,,*uogʷʰ-eh₂-,*uogʷʰ-eh₂-,"ently found in Lith. vagà f. ‘groove, furrow; patch of arable land’ < *uogʷʰ-eh₂- and ON veggr,"
26,42,,*uogʷʰ-io-,*uogʷʰ-io-,"OE wecg, OHG wecki ‘wedge’, Lith. vãgis, Latv. vadzis ‘peg; wedge’ < *uogʷʰ-io- [44:1179–80;"
26,44,,*-nis-,*-nis-,"The original suffixation appears to have been *-nis-, as this might be the common denomina-"
27,1,,*wagnisan-.,*wagnisan-.,"continue *wagnisan-. OHG waganso, on the other hand, was probably influenced by alansa f."
27,2,,*-es-neh₂-,*-es-neh₂-,"‘awl’ and segansa f. ‘scythe’, whose suffixes appear to have metathesized from *-es-neh₂- [209:29]."
27,6,,*-mn-,*-mn-,"nally contained *-mn- and were reduced differently [180:491]. Concerning the Baltic evidence,"
27,9,,*vatnas),*vatnas),share’ (< *vatnas) would be most easily explained as a loan from Baltic [211].
