label	line	pdf_page	source_page	context
Fox	1084	pdf-072	56	Goddard 1988 describes a set of apparent phonological changes over the past hundred years in Fox, an Algonkian language, which turn out to be
Fox	1090	pdf-073	57	Fox was well recorded in the decades immediately following 1900, and the language appears from the records to have been very conservative phonologically (by comparison with closely related languages). By 1968, however, an extensive series of phonological changes had taken place (Goddard 1988: 193–9)
Fox	1090	pdf-073	57	Fox was well recorded in the decades immediately following 1900, and the language appears from the records to have been very conservative phonologically (by comparison with closely related languages). By 1968, however, an extensive series of phonological changes had taken place (Goddard 1988: 193–9)
Fox	1090	pdf-073	57	Fox was well recorded in the decades immediately following 1900, and the language appears from the records to have been very conservative phonologically (by comparison with closely related languages). By 1968, however, an extensive series of phonological changes had taken place (Goddard 1988: 193–9)
Fox	1094	pdf-073	57	It follows that there was no rapid period of phonological change in twentiethcentury Fox. What happened was quite different and much simpler: successive cohorts of native learners did not receive adequate access to the formal style of the language during the developmental window of NLA. That might h
Fox	1102	pdf-074	58	been partly because an increasing number of young people were sent away to boarding schools for much of each year, where they were required to speak English and punished for speaking their native language (see Goddard 1988: 208 n.7, who cautions that this is likely to have been only one factor). In 
Fox	1102	pdf-074	58	been partly because an increasing number of young people were sent away to boarding schools for much of each year, where they were required to speak English and punished for speaking their native language (see Goddard 1988: 208 n.7, who cautions that this is likely to have been only one factor). In 
Fox	1104	pdf-074	58	It should be emphasized that this change in Fox was not an aspect of language death; in 1968, when the modern pattern of linguistic knowledge and use was reported, the language was still almost universally used in the community (Goddard 1988: 195). How common this type of externally motivated regist
Russian	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
French	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
German	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
Russian	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
German	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
Russian	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
French	1126	pdf-076	60	Since monolingual speakers control no linguistic structure but that of their native language, we do not expect them to be able to transfer structure from one language into another successfully; they should be able to transfer only lexical items. On the other hand, since lexical items are largely arb
Tocharian	1130	pdf-077	61	the inflectional markers, so that the foreign verb is borrowed as a phrase. For instance, there is a productive Japanese construction in which a noun – nearly always of Chinese or other foreign origin – is followed immediately by the verb suru ‘do’, which bears the inflection; this is probably a typ
Sanskrit	1130	pdf-077	61	the inflectional markers, so that the foreign verb is borrowed as a phrase. For instance, there is a productive Japanese construction in which a noun – nearly always of Chinese or other foreign origin – is followed immediately by the verb suru ‘do’, which bears the inflection; this is probably a typ
Tocharian	1130	pdf-077	61	the inflectional markers, so that the foreign verb is borrowed as a phrase. For instance, there is a productive Japanese construction in which a noun – nearly always of Chinese or other foreign origin – is followed immediately by the verb suru ‘do’, which bears the inflection; this is probably a typ
