collation_priority	entry_id	pdf_page_start	entry_heading	fields_to_check	reason	ninth_pass_status	ninth_pass_action	corrected_heading	rendered_page_available	tenth_pass_status	tenth_pass_action	eleventh_pass_status	eleventh_pass_action
2-medium	16	37	acus, -eris	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	17	38	ad	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	21	39	ador, -oris	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	23	39	aedes, -is	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	25	40	aemidus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	26	40	aemulus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	29	41	aeruscō, -āre	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	30	41	aes, aeris	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	34	42	O. aeteis [gen.sg.], ajittium [gen.pl.]	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	32	42	aestas	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	35	43	aevus / aevum	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	37	44	agnus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	38	44	ago, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	40	46	"alacer, -cris ""lively, active'"	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	48	48	O. alio [nom.sg.f.], allam [acc.sg.f.]	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	47	48	alius	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	51	49	altus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	50	49	alō, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
